ID,post_title,post_content,post_type,post_status,STREET_SUBURB,CONTACT,EMAIL,WEBSITE
361,Accent Home Care,"Care that speaks to you. 
Wherever you come from, or the journey you are on, we take the time to listen and understand. Accent Home Care creates opportunities to continue enjoying your life at home. If you like more information give us a call.",gd_place,publish,BAYSWATER,6.10387E+11,homecare@accenthomecare.org.au,http://www.accenthomecare.org.au
362,Mallacoota District Health and Support Service Inc 1,,gd_place,publish,MALLACOOTA,6.10352E+11,anne.mwagiru@mdhss.org.au,
363,Uniting Victoria Tasmania level 4,,gd_place,publish,MOUNT WAVERLEY,6.113E+11,homesupport@vt.uniting.org,https://www.unitingvictas.org.au
364,Peninsula Health Home Care Packages,"Peninsula Health is the leading public health service for Frankston and the Mornington Peninsula. Peninsula Health has provided health services to the region for over 75 years and Home Care Packages since 2003. At Peninsula Health we offer levels 1-4 Home Care Packages and our care managers are highly experienced, qualified health professionals. Our care managers listen and understand what is important to you. We tailor services and coordinate care to your needs to keep you living independently in your home.
For more information please contact: phhomecarepackages@phcn.vic.gov.au or 03 59702001",gd_place,publish,MORNINGTON,6.1036E+11,phhomecarepackages@phcn.vic.gov.au,http://www.peninsulahealth.org.au/
365,South Gippsland Hospital Home Care Packages,"South Gippsland Hospital (SGH) is a not-for-profit organisation. We do not charge basic daily client fees and we aim to provide efficient and effective services to meet your needs.Our goal is to help you to maintain your lifestyle, remain safely at home and address your healthcare needs. We will guide you through your options, helping you make the best decisions for now and the future. All staff and contracted Service Providers have appropriate training and police checks.
A SGH Home Care Package can provide:
Well managed, coordinated services 
Home care/domestic cleaning 
Personal care/shopping assistance 
Nursing care, medication assistance, and wound care  
Respite care for self and carer breaks 
Transport and support for medical appointments 
Allied Health services (such as Physiotherapy and Podiatry) 
Social support groups 
Exercise classes in the local area 
Home assessment and modification advice, maintenance,Gardening 
An annual spring cleaning service
",gd_place,publish,FOSTER,6156839780,melissa.henwood@sghs.com.au,https://southgippslandhospital.com.au/
366,SIX STAR HOME & COMMUNITY CARE,,gd_place,publish,ROXBURGH PARK,6.10416E+11,sixstarhomecare@gmail.com,
367,Six star Na-So,,gd_place,publish,CRAIGIEBURN,6.10402E+11,,
368,Angels - TSC Home and Community Care,"TSC are able to provide professional nursing staff to assist individuals with living longer and living better within their own homes. This will enable them to have a greater input into their community and at the same time, reducing the stress on their children and/or carers. TSC manages packages Level 1 thorough to Level 4",gd_place,publish,BOX HILL,6.10399E+11,info@tianshicare.com.au,http://www.tianshicare.com.au
369,Outlet 1,,gd_place,publish,COBURG,6.10414E+11,admin@mihomecare.com.au,http://http://mihomecare.com.au/
370,St Vincent's Care Services Eastern Melbourne Home Care,"Staying in the comfort and security of your own home and your local community for as long as possible is an option many cherish. Our home care services help make this a reality.

Whether it’s lending a hand with day-to-day chores, organising visits to or from health professionals, or simply sharing a cup of tea and an enjoyable chat, we are here for you. We are here to make life easier for you and your family. 

We take the time to get to know you, and will work closely with you and your family or carer to discuss options and develop a personalised care plan to achieve the goals you set. We respect your unique care needs and lifestyle aims, and look forward to helping you find the combination of services that’s right for you.

We will adapt the out-of-pocket costs to suit your own financial arrangements. Your capacity to contribute to the costs of your services is not a barrier to the commencement of services to meet your goals and choices.",gd_place,publish,EAST MELBOURNE,6.11801E+11,svcs.info@svha.org.au,https://www.svcs.org.au/locations/victoria/melbourne-community-living
371,Vasey RSL Care Home Care (South),"Home Care packages developed by you for your needs; our expertise is on hand to keep you safe, healthy and at home. No service plan is locked in – you make changes as your needs change and services are provided according to funds available at any given time. Monthly easy to read consumer statements delivered to you by post or email let you know exactly how your package funds have been spent. DVA recipients encouraged to make contact to find out how to maximise your entitlements. Go on, give us a call today – 03 9810 5500, ask to speak to the friendly Home Care Team today.",gd_place,publish,HAWTHORN,6.10398E+11,homecare@vaseyrslcare.org.au,http://www.vaseyrslcare.org.au
372,Regis Home Care Mildura,"When you want to stay in your own home, but you need a little extra support – Regis Home Care is here to help.

Regis Home Care provides in-home care services with a  difference.  Through a support network that extends across Australia, our number one aim is to ensure you get the assistance you need to continue living in the comfort of your own home.

We’re here to provide you with the support you need to stay at home, living life on your terms. 

We do this through providing high quality home care services as varied as your specific needs; from basic help at home including cooking, shopping and cleaning, through to comprehensive assistance in showering, dressing, transportation and much more. : Servicing Loddon Mallee Region and Surrounds. 

",gd_place,publish,MILDURA,6.113E+11,advice@regis.com.au,https://www.regis.com.au/residence/mildura/
373,Like Our Own - Kingston,"We're here to support you to age with purpose in your own home. Like Our Own is a boutique, premium in-home aged care provider based in the beautiful Bayside suburbs of Melbourne. We believe there is more to ageing than just staying alive - it's about pursuing your purpose, your meaning and fulfillment and joy. Our services form a personalised care plan for each client. This is wrapped with Case Management - a Case Manager is like your Relationship Manager or care Concierge - they get to know you and your needs holistically, and design a care plan to help you achieve your goals and purpose. They then co-ordinate, monitor and continually update your care plan as circumstances change to help you achieve your goals. Our services include: - Medical Care - Personal Care - Out and About - Joy & Purpose - Household Help - Allied Health",gd_place,publish,HAMPTON,6.11801E+11,info@likeourown.com.au,https://likeourown.com.au
374,Like Our Own - Frankston,"We will help you complete all of the personal care activities you need regularly - showering, bathing, personal hygiene, dressing, toiletting, getting in and out of bed or anything else personal you need help with.",gd_place,publish,HAMPTON,6.11801E+11,info@likeourown.com.au,https://likeourown.com.au
375,Absolute Care & Health Packages,"Our absolute focus is always, quite simply, you. And whatever you need to live at home safely, with comfort and with joy.  You're an individual with unique care needs and your own goals and preferences. We take the time to understand what matters to you so we can give you the very best quality of care, tailored to meet your individual needs.
 
We provide full case management services, ensuring that the care we provide is designed to meet your goals and preferences. We ensure you are fully involved in your care decisions every step of the way.  
Our services cover; 
- Personal Care & Wellbeing
- Domestic Support  & Home Help 
- After Hospital Care 
- Comprehensive Care (this includes care from registered nurses, palliative care, wound care and pain management)
- Respite Care 
- Indirect Care Services (such as equipment supply, home modifications, assistive technology)",gd_place,publish,SOUTH YARRA,6.10398E+11,hcp@absolutecarehealth.com.au,http://absolutecarehealth.com.au
376,Freedom Aged Care Dromana,"Clinical Care 
Medication Management
Pain Management 
Skin Integrity Management
Wound Management
Palliative Care
Personal care
Continence Support
Mobility & Falls Risk
Diet & Nutritional Support
Sleep Support
Domestic Support
Allied Health",gd_place,publish,SAFETY BEACH,6.1046E+11,fhcs@aveo.com.au,
377,Morcare Services,"Morcare Services provide a range of in-home services for  people to manage their daily tasks at home and in the community. We provide a stable and secure environment by working with the needs of the client, their family, and if required, other members of their support team to maximise potential for independence and social integration.
We exist to provide services that inspire people and make a difference in their lives. Our Support Workers are experienced in providing personal care, home care and respite care, and hold qualifications in Aged Care, Independent  Support and Disability.
Our Program Co-ordinators are experienced in direct service delivery to older people living at home. Co-ordinators actively encourage their  clients to partake in the process of recruiting support workers to achieve the best fit for their needs. 
Morcare Services have been supporting people for over 25 years. We are available 24/7 to support you at home.
We are ready to start now.
",gd_place,publish,WANTIRNA,6.10398E+11,support@morcare.com.au,http://www.morcare.com.au
378,Aged & Community Care - Wodonga,"Aged & Community Care - Rural City of Wangaratta is a local well-established Home Care Package provider, having operated since 1998, and understands how to support older people. 
We know how important it is for older people to stay living in their own home, active in the local community and supported in their lifestyle choice.
Our flexible services can make your day run smoothly. We can help you get ready for the day, keep your home clean and tidy, stay healthy and safe, attend appointments, catch up with family and friends, have a friendly face call by, use technology to support your safety and a range of respite options to provide a break for carers.

Our Home Care Packages are delivered by local people who care for the local community, and can meet with people at home to discuss their needs. 
We offer a range of flexible support that suits different needs, beliefs and cultural backgrounds.
Please phone our helpful staff on 1300 982 662
",gd_place,publish,WODONGA,6.11301E+11,contactacc@wangaratta.vic.gov.au,http://www.wangaratta.vic.gov.au/services-facilities/aged-disability-services
379,South West Simply Helping,,gd_place,publish,HORSHAM,6.10354E+11,swadmin@simplyhelping.com.au,http://www.simplyhelping.com.au
380,Beata Homecare - Bass Coast,"Beata Homecare's services are delivered by qualified, caring and passionate health professionals. We are committed in offering quality and affordable home care services so that you can continue to live independently at home.",gd_place,publish,BRAESIDE,6.11801E+11,info@beatahomecare.com.au,http://www.beatahomecare.com.au
381,Beata Homecare - Melbourne (Northern Metro),"Beata Homecare's services are delivered by qualified, caring and passionate health professionals. 

We are committed in offering quality and affordable home care services so that you can continue to live independently at home.",gd_place,publish,BRAESIDE,6.11801E+11,info@beatahomecare.com.au,http://www.beatahomecare.com.au
382,Beata Homecare - Melbourne (Southern and Eastern Metro),"Beata Homecare's services are delivered by qualified, caring and passionate health professionals.

We are committed in offering quality and affordable home care services so that you can continue to live independently at home.",gd_place,publish,BRAESIDE,6.11801E+11,info@beatahomecare.com.au,http://www.beatahomecare.com.au
383,Latrobe Community Health Service - Western Metropolitan region,"Our health needs change as we age, but one thing stays the same: our desire to remain living in our own home. But navigating the complex world of aged care services can be overwhelming.
That’s where Latrobe Community Health Service can help. When you choose us to help coordinate your home care package, you’re choosing peace of mind.
Latrobe Community Health Service is an experienced and trusted provider of Home Care Packages in Victoria. We are not just a service provider though: we are advocates, working on behalf of our clients to ensure their Home Care Package is delivering everything they need to live happily and independently at home for longer.
Experienced and trusted
Latrobe Community Health Service has delivered home care services to thousands of clients throughout Victoria for more than 22 years.
Our clients stay with us because they trust us. They appreciate our reliability and our ‘no surprises’ approach to service delivery.
You are in control.",gd_place,publish,BALLARAT CENTRAL,6.118E+11,homecarepackages@lchs.com.au,http://bit.ly/lchshomecare
384,Latrobe Community Health Service - Barwon South Western,"Our health needs change as we age, but one thing stays the same: our desire to remain living in our own home. But navigating the complex world of aged care services can be overwhelming.
That’s where Latrobe Community Health Service can help. When you choose us to help coordinate your home care package, you’re choosing peace of mind.
Latrobe Community Health Service is an experienced and trusted provider of Home Care Packages in Victoria. We are not just a service provider though: we are advocates, working on behalf of our clients to ensure their Home Care Package is delivering everything they need to live happily and independently at home for longer.
Experienced and trusted
Latrobe Community Health Service has delivered home care services to thousands of clients throughout Victoria for more than 22 years.
Our clients stay with us because they trust us. They appreciate our reliability and our ‘no surprises’ approach to service delivery.
You are in control.",gd_place,publish,BALLARAT CENTRAL,6.118E+11,homecarepackages@lchs.com.au,http://bit.ly/lchshomecare
385,Let's Get Care VIC,"- At Let's Get Care we help Home Care Package holders get up to double the care service hours than they would with a traditional provider, with the same funding.

- We have one unbeatable low flat fee of 13%. We have no set-up fee, no daily care fee, no exit fee and no surcharge for using service providers of your choice. 

- At Let's Get Care we empower our clients with full freedom and control of their funding. 

- With us, you can choose the care services you want, when you want and at a rate you're happy with. 

- Client choice and value is at the heart of everything we do, and that's what makes us Australia's fastest growing Home Care Package provider. 

- You’re in great hands at Let’s Get Care. Our team have over 30 years of experience in the aged care industry and understand how to best help clients thrive at home. 

- Call 1300 497 442 and speak with one of our friendly Care Experts today about how to get the most out of your Home Care Package funding.",gd_place,publish,MALVERN EAST,6.113E+11,hello@letsgetcare.com.au,http://www.letsgetcare.com
386,Feros Care Home Care Packages - Grampians,"www.feroscare.com.au
Feros Care has a wide variety of in-home and community care services that are delivered to you in your own home. Our goal is to help you stay active, healthy and living independently at home. What makes us different is that we genuinely care about you. Not just your care needs, but your life, your goals and your aspirations. We put you first!
Our promise is to always find out what’s important to you and how you want to live, then together work out a plan of services that are just right for you. And because we’re a not-for-profit organisation, owned by the community, you can rest assured that we’re here for only you.
Our services include housework, gardening, cleaning, cooking, shopping, pet care, nursing care, personal care such as showering and dressing, podiatry, transport to medical appointments or social events, personal alarms, physiotherapy and more.
CALL our AGED CARE HOTLINE on 1300 780 493 - our team is here to assist you every step of the way. 
",gd_place,publish,MELBOURNE,6.11301E+11,homecarepackages@feroscare.com.au,http://www.feroscare.com.au/home-care/home-care-packages
387,Simply Helping Goulburn Valley,"Simply Helping GV has a strong background in Nursing and is able to provide a range of services including but not limited to: personal care, respite care, home care, complex care, wound care, palliative care, medication administration and management, chronic disease management, escorting to appointments, community access and participation.
Please ask if you have special needs or requests.",gd_place,publish,EUROA,6.10447E+11,gvmanager@simplyhelping.com.au,https://simplyhelping.com.au/stores/goulburn-valley-victoria/
388,Let's Get Care SA,"- At Let's Get Care we help Home Care Package holders get up to double the care service hours than they would with a traditional provider, with the same funding.

- We have one unbeatable low flat fee of 13%. We have no set-up fee, no daily care fee, no exit fee and no surcharge for using service providers of your choice. 

- At Let's Get Care we empower our clients with full freedom and control of their funding. 

- With us, you can choose the care services you want, when you want and at a rate you're happy with. 

- Client choice and value is at the heart of everything we do, and that's what makes us Australia's fastest growing Home Care Package provider. 

- You’re in great hands at Let’s Get Care. Our team have over 30 years of experience in the aged care industry and understand how to best help clients thrive at home. 

- Call 1300 497 442 and speak with one of our friendly Care Experts today about how to get the most out of your Home Care Package funding.",gd_place,publish,MALVERN EAST,6.113E+11,hello@letsgetcare.com.au,http://https://letsgetcare.com.au/
389,Empower Home Care,"Empower Home Care Services  is an approved provider for Home Care Packages, subsidised by the Australian Government.",gd_place,publish,ASCOT VALE,6.10399E+11,admin@empowerhc.com.au,http://www.empowerhc.com.au
390,Colac Otway Shire CHSP,"Colac Otway Shire is a preferred supplier of in home support services with many years experience.  Accredited by the Commonwealth for service delivery, management and customer service.  
Our caring staff are all qualified and dedicated to meet your individual goals and needs.  Your support requirements will be developed in consultation with you and family if preferred.
It is our goal to ensure that you remain in control and independent, and that you have the best possible supports.",gd_place,publish,COLAC,6.10352E+11,nola.mcguane@colacotway.vic.gov.au,
391,Home Care Packages Polish Community Council of Victoria,"Polish Community Care Services has been operating for 40 years across Victoria. We employ our own staff all of whom have undergone Police and reference checks. We provide services such as: 
•	Personal care and assistance with medications
•	Dementia care
•	Assistance with meal preparation
•	Domestic Assistance
•	Transport 
•	Gardening and home maintenance service
•	Help with shopping 
•	Respite services to give carers a break
We have nurses and care workers who are trained and regularly supervised who will support you at home. We listen to you and provide the services that you want and need. Our case managers/co-ordinators are trained to assist you getting the best value out of your Home Care Package and provide you with a personalised plan that you have agreed to.   You will be provided with services that you choose all at an affordable cost.",gd_place,publish,OAKLEIGH,6.10396E+11,coordinator@pccv.org.au,https://www.pccv.org.au/
392,HammondCare At Home - Eastern Melbourne,"Life is all about making choices, and few are more important than those we make when caring for our loved ones. But having too many choices can be confusing. The HammondCare team are here to help make things simple and straightforward. As such, we are available to help guide you through the Home Care Package process with no obligation, or to answer any questions you might have. You can call us on 1800 826 166 or visit our website www.hammondcareathome.com.au. We are here to help.
",gd_place,publish,NORTH MELBOURNE,6.11801E+11,hellomelbourne@hammond.com.au,http://www.hammondcareathome.com.au/
393,Freedom Aged Care Cheltenham,"Clinical Care 
Medication Management
Pain Management 
Skin Integrity Management
Wound Management
Palliative Care
Personal care
Continence Support
Mobility & Falls Risk
Diet & Nutritional Support
Sleep Support
Domestic Support
Allied Health",gd_place,publish,CHELTENHAM,6.1046E+11,fhcs@aveo.com.au,
394,Community Options,"Community Options is part of the Wimmera Health Care Group. It provides assistance to people and their carers to remain living independently in their own homes. Our range of services are co-ordinated and tailored to meet individual carer needs
Community Options provides support to people who may be frail, aged, have chronic illness, who are palliative, living with dementia and mental health conditions.
Community Options welcomes enquiries and referrals. Referrals can come from individuals, carers, health professionals, family or friends. To find out more or to make an enquiry, please contact Community Options on 5381 9366 Monday to Friday, 8:30 – 5pm.
We operate across Horsham Rural City Council, Hindmarsh Shire, West Wimmera Shire, Yarriambiack Shire & Buloke Shire.
",gd_place,publish,HORSHAM,6.10354E+11,wcoadmin@whcg.org.au,http://www.whcg.org.au/about-us/services/wimmera-community-options
395,Andrew Kerr Care Ltd Home Care Packages,"Andrew Kerr Home Care offers a range of services and supports for older adults who wish to remain living in their home.  These services may include personal care, domestic tasks, home nursing, assistance with preparation and cooking of meals, assistance with shopping and running of errands or attending appointments.  There are also many other areas our skilled Care Managers may provide assistance, such as referrals to allied health services, advocacy or anything else that helps you to continue living your live the way you want to.  They will happily meet with you to discuss your preferences and to work out an individualised plan.",gd_place,publish,MORNINGTON,6.1036E+11,homecare@andrewkerr.com.au,http://www.andrewkerr.com.au
396,EACH Home Care Packages - South East Metro Melbourne,"EACH provides a range of services promoting wellness and healthy living for older people. We’re about much more than care though. We strive to maintain each person’s lifestyle and independence and we do this by listening and providing choice and flexibility. 

EACH Home Care Packages are an individually planned and coordinated suite of supports and services designed to assist older individuals to live comfortably in their home. We design your package around your unique care needs. 

The types of services that may be provided as part of a package include:
•	Transport to appointments and social support activities
•	Basic garden and home maintenance
•	Home cleaning
•	Meal preparation/support
•	Assistance with personal care
•	Nursing care, including medication management
•	Respite care
•	Case Management Support
•	Advocacy

To find out how we can help you or a loved one, please contact us:

Call 1300 003 224 or visit each.com.au
",gd_place,publish,BOX HILL,6.113E+11,hcpeastmetromelb@each.com.au,http://www.each.com.au
397,Mercy Health Home Care Services North West Metro - Preston,"Our experienced team offers you the right support around your home and beyond, whenever you need it, to keep living the life you love.
 
A trusted not-for-profit provider whose mission is to ‘care first’, we deliver personalised help to make life that little bit easier.
 
Our flexible services can make your day run smoothly. We can help you get ready for the day, keep your home clean and tidy, stay healthy and safe, attend appointments, catch up with family and friends, have a friendly face call by, use technology to support your safety, or anything else you need to enjoy life. We can support you whenever you need us, from one hour a week to 24/7. We can provide care under a range of funding models, including Home Care Packages, and expert advice to help you get the most out of your service, every step of the way.
 
A simple chat with Mercy Health can give you and your loved ones the help you need to continue to live life – your way.
",gd_place,publish,PRESTON,6.113E+11,mhcs@mercy.com.au,https://goo.gl/a3sg2B
398,HammondCare At Home - Western Melbourne,"Life is all about making choices, and few are more important than those we make when caring for our loved ones. But having too many choices can be confusing. The HammondCare team are here to help make things simple and straightforward. As such, we are available to help guide you through the Home Care Package process with no obligation, or to answer any questions you might have. You can call us on 1800 826 166 or visit our website www.hammondcareathome.com.au. We are here to help.
",gd_place,publish,NORTH MELBOURNE,6.11801E+11,hellomelbourne@hammond.com.au,http://www.hammondcareathome.com.au
399,Australian Total Health Care Solution,home care,gd_place,publish,BUNDOORA,6.10402E+11,australiantotalhealthcare@gmail.com,
400,Nagambie HealthCare,,gd_place,publish,NAGAMBIE,6.10357E+11,bronwyn.beadle@nagambiehc.org.au,
401,"Star Health - Inkerman St, St Kilda",,gd_place,publish,ST KILDA,6.10395E+11,referrals@starhealth.org.au,http://www.starhealth.org.au
402,Let's Get Care ACT,"- At Let's Get Care we help Home Care Package holders get up to double the care service hours than they would with a traditional provider, with the same funding.

- We have one unbeatable low flat fee of 13%. We have no set-up fee, no daily care fee, no exit fee and no surcharge for using service providers of your choice. 

- At Let's Get Care we empower our clients with full freedom and control of their funding. 

- With us, you can choose the care services you want, when you want and at a rate you're happy with. 

- Client choice and value is at the heart of everything we do, and that's what makes us Australia's fastest growing Home Care Package provider. 

- You’re in great hands at Let’s Get Care. Our team have over 30 years of experience in the aged care industry and understand how to best help clients thrive at home. 

- Call 1300 497 442 and speak with one of our friendly Care Experts today about how to get the most out of your Home Care Package funding.",gd_place,publish,MALVERN EAST,6.113E+11,hello@letsgetcare.com.au,http://www.letsgetcare.com.au
403,Mayflower Home Care,"With Mayflower’s home and community support, you can enjoy a full and independent life in your own home. You’ll have unconditional care and support from a leading aged care provider that genuinely cares about your wellbeing. Contact us today to help you to remain as independent as possible. With everything from simple daily chores to full nursing support, meals, transport and more, you can spend your days doing what you love while we look after the rest. Naturally you get the best of care - for over 50 years we've provided responsive, innovative services that promote independence.",gd_place,publish,BRIGHTON EAST,6.10396E+11,admissions@mayflower.org.au,http://www.mayflower.org.au
404,Gippsland Southern Health Service Home Care Packages,At Gippsland Southern Health Service we know it is important for you to remain living at home and we want to assist you in achieving this goal. Gippsland Southern Health Service pride themselves in providing home care packages to the South Gippsland Community that are managed and staffed in South Gippsland.  In choosing Gippsland Southern Health Service you will have a local case manager available to meet with you and ensure your individual needs are being met with your home care package.,gd_place,publish,LEONGATHA,6.10357E+11,homecarepackages@gshs.com.au,http://www.gshs.com.au
405,annecto - Loddon Mallee VIC,"It can be difficult to ask for help when you’re used to doing things yourself. Home Care Packages (HCP) through annecto, provide older people with support to stay safe, comfortable and well at home. Whether you need a lot of help or a little help, annecto HCP's can be used alongside family and friends to provide support at home. Consumer Directed Care (CDC) is a new approach to HCP's. Your involvement in planning the services that support what's important to you, will ensure you direct how your funds will be spent. HCP Levels 1 and 2 are similar with the main difference being the amount services that you can purchase. They are designed to meet low-level support needs in the home. If you require more complex clinical or nursing support, HCP Levels 3 and 4 may be more suitable. Level 1 - designed around basic at home care needs. Speak to one of your friendly team who will be able to guide you in determining your support needs.",gd_place,publish,MILDURA,6.1035E+11,mildura@annecto.org.au,http://www.annecto.org.au
406,Local Guardians,"Our innovative model maximises the funding to individuals for care, with prices below half that of any other home care provider in Australia and generally doubling care hours comparing to traditional providers.

With over a decade of experience supporting tens of thousands of aged care clients, Local Guardian’s deploy best practice technology to offer homecare packages a low 8% administration charge (of package value) to oversee the care, quality systems (safeguarding) and finance.

Case management including provider selection and scheduling, can be self-managed, or outsourced to a provider of client's choice or completed by Local Guardians as required on an hourly basis or a flat charge.

Other unique innovations include: free cabcharge cards, real time statements via smart phone access; our own debit cards, allowing more flexibility in spending; and thousands of existing providers to search.",gd_place,publish,MELBOURNE,6.10433E+11,ross.mcdonald@localguardians.com,http://www.localguardians.com
407,Better Living Homecare NSW,"- We offer a low fixed fee of 23%, guaranteed quality customer service, great care options and we let you spend your funds how you want to. 

- Our super level of service and flexibility is unmatched.

- With us you will pay: no daily fee, no set up fee and no exit fee. 

- We work with a large network of carers and care service providers, local to you. 

- We are passionate about working with our clients and their families to find the best care service provider to fit your individual situation.

- We are highly responsive and dedicated to great customer service which our clients love. We are friendly, welcoming, professional and here when you need us.

- With our low flat fee and no hidden fees, our clients have more funds available for care services than with other Providers. 

- Our team has over 30 years of experience in the aged care industry, so with us you're in great hands. 
 
Call 1300 307 344 to speak with one of our Care Experts about your situation.",gd_place,publish,MALVERN EAST,6.113E+11,hello@betterlivinghomecare.com.au,http://www.betterlivinghomecare.com.au
408,Better Living Homecare WA,"- We offer a low fixed fee of 23%, guaranteed quality customer service, great care options and we let you spend your funds how you want to. 

- Our super level of service and flexibility is unmatched.

- With us you will pay: no daily fee, no set up fee and no exit fee. 

- We work with a large network of carers and care service providers, local to you. 

- We are passionate about working with our clients and their families to find the best care service provider to fit your individual situation.

- We are highly responsive and dedicated to great customer service which our clients love. We are friendly, welcoming, professional and here when you need us.

- With our low flat fee and no hidden fees, our clients have more funds available for care services than with other Providers. 

- Our team has over 30 years of experience in the aged care industry, so with us you're in great hands. 
 
Call 1300 307 344 to speak with one of our Care Experts about your situation.",gd_place,publish,MALVERN EAST,6.113E+11,hello@betterlivinghomecare.com.au,http://www.betterlivinghomecare.com.au
409,Feros Care Home Care Packages - Eastern Metro VIC,"www.feroscare.com.au
Feros Care has a wide variety of in-home and community care services that are delivered to you in your own home. Our goal is to help you stay active, healthy and living independently at home. What makes us different is that we genuinely care about you. Not just your care needs, but your life, your goals and your aspirations. We put you first!
Our promise is to always find out what’s important to you and how you want to live, then together work out a plan of services that are just right for you. And because we’re a not-for-profit organisation, owned by the community, you can rest assured that we’re here for only you.
Our services include housework, gardening, cleaning, cooking, shopping, pet care, nursing care, personal care such as showering and dressing, podiatry, transport to medical appointments or social events, personal alarms, physiotherapy and more.
CALL our AGED CARE HOTLINE on 1300 780 493 - our team is here to assist you every step of the way. 
",gd_place,publish,MELBOURNE,6.11301E+11,homecarepackages@feroscare.com.au,http://www.feroscare.com.au/home-care/home-care-packages
410,Bellarine Community Health Ltd.,"We are local and know our community. We have a long history of providing care to the community across the Bellarine Peninsula and Greater Geelong. The Home Care Package is about you and what you want, to stay safe and well in your local community. We work closely with whoever is important in your life. We also provide pet support.",gd_place,publish,POINT LONSDALE,6.10353E+11,hcp@bch.org.au,http://www.bch.org.au
411,Jewish Care (VIC) Home Care Packages,The Kesher program delivers case management services to older people and people with a disability who have complex support needs and require assistance to continue living independently in their own community.,gd_place,publish,MELBOURNE,6.10385E+11,info@jewishcare.org.au,http://www.jewishcare.org.au
412,Regis Home Care Eastern Metro,"When you want to stay in your own home, but you need a little extra support – Regis Home Care is here to help. Regis Home Care provides in-home care services with a difference. Through a support network that extends across Australia, our number one aim is to ensure you get the assistance you need to continue living in the comfort of your own home. We’re here to provide you with the support you need to stay at home, living life on your terms. We do this through providing high quality home care services as varied as your specific needs; from basic help at home including cooking, shopping and cleaning, through to comprehensive assistance in showering, dressing, transportation and much more. Servicing Melbourne Eastern Suburbs and surrounds.",gd_place,publish,BLACKBURN SOUTH,6.113E+11,referrals@regis.com.au,https://www.regis.com.au/residence/eastern-metro-melbourne/
413,BlueCross Western,"•	BlueCross is a trusted, established provider of aged care services for more than 20 years. 
•	Our carers who provide your services to you are employed by BlueCross, which offers our staff security and benefits. All staff have current police checks and qualifications in aged care. Staff undergo regular training to ensure their skills are current.
•	BlueCross will help you maximise the benefits from your package. Using our expertise and networks we want to ensure you get the best value for money. We do not charge a daily care fee.
•	We provide person centred care, we listen to your needs and preferences and we work for you.
•	BlueCross have a dedicated Care Advisor for each client, ensuring the person you are speaking to knows you.
•	BlueCross will support you to choose your carers.
•	We offer an after-hours phone service, so we are contactable if emergencies arise.",gd_place,publish,HAWTHORN EAST,6.113E+11,placement@bluecross.com.au,http://http://www.bluecross.com.au/home-care
414,Just-For-U,"Complete Home Care Package Services for Level 1,2,3 and 4, including a range of cultural and linguistic diversity.",gd_place,publish,HEATHERTON,6.10396E+11,jfuhomecare@jfucare.com.au,https://www.jfu.net.au/
415,Freedom Aged Care Concierge Bayside,"Clinical Care 
Medication Management
Pain Management 
Skin Integrity Management
Wound Management
Palliative Care
Personal care
Continence Support
Mobility & Falls Risk
Diet & Nutritional Support
Sleep Support
Domestic Support
Allied Health
",gd_place,publish,BALWYN,6.1046E+11,fhcs@aveo.com.ao,
416,Freedom Aged Care Concierge Balwyn,"Clinical Care 
Medication Management
Pain Management 
Skin Integrity Management
Wound Management
Palliative Care
Personal care
Continence Support
Mobility & Falls Risk
Diet & Nutritional Support
Sleep Support
Domestic Support
Allied Health
",gd_place,publish,BALWYN,6.1046E+11,fhcs@aveo.com.au,
417,Vasey RSL Care Home Care (EAST),"Home Care packages developed by you for your needs; our expertise is on hand to keep you safe, healthy and at home. No service plan is locked in – you make changes as your needs change and services are provided according to funds available at any given time. Monthly easy to read consumer statements delivered to you by post or email let you know exactly how your package funds have been spent. DVA recipients encouraged to make contact to find out how to maximise your entitlements. Go on, give us a call today – 03 9810 5500, ask to speak to the friendly Home Care Team today.",gd_place,publish,HAWTHORN,6.10398E+11,homecare@vaseyrslcare.org.au,http://www.vaseyrslcare.org.au
418,Greek PRONIA Home Care Packages Program – Western Region,,gd_place,publish,BRUNSWICK,6.10394E+11,nikkie@pronia.com.au,https://pronia.com.au
419,Guardian Healthcare Services,Guardian Healthcare Services understand how important it is for you to remain independent and feel safe in your own home even if you need help to do this. We can deliver as much or as little care and services you need to help you to do just that. The Australian Government assists by funding care and services which are individually designed to meet your needs and maximize your independence and overall well-being.,gd_place,publish,COBURG,6.11301E+11,info@guardianhealthcare.com.au,https://guardianhealthcare.com.au
420,Care Connect (VIC),"No Basic Daily Fee – No Hidden Fees – Personalised Service – Advice & Guidance when you need it.
 
Choose Care Connect to manage your Home Care Package and receive the benefit of Australia’s largest independent home care specialist. We have been helping people live independently at home for over 25 years.  

We are here for you. Our help begins with making an application to My Aged Care, through to planning and organising the best range of services that suits your Home Care Package.   

We personally take the time to understand your needs.  We go the extra mile to find care workers that speak your language or meet your individual preferences. Your services are delivered through our wide network of reliable service providers who deliver safe, effective, personalised and connected care. Whether you need a little help or more, we make it easier for you to find the right services so you get the help where it counts.

Call today on 1800 692 464",gd_place,publish,ABBOTSFORD,6.11801E+11,myagedcareportal@careconnect.org.au,https://www.careconnect.org.au
